grid,train_AUC_C2_C5,train_AUC_C1_C2,train_AUC_C1_C5,val_AUC_C1,val_AUC_C5,val_AUC_C2,train_AUC_mean,val_AUC_mean
"{'depth': 5, 'l2_leaf_reg': 2, 'learning_rate': None, 'random_strength': 1}",1.0,1.0,1.0,0.6519146984636551,0.7288888888888889,0.7370313302516692,1.0,0.7059449725347378
"{'depth': 5, 'l2_leaf_reg': 2, 'learning_rate': None, 'random_strength': 3}",1.0,1.0,1.0,0.6746159137812429,0.7644444444444444,0.7282999486389317,1.0,0.7224534356215396
"{'depth': 5, 'l2_leaf_reg': 2, 'learning_rate': None, 'random_strength': 4}",1.0,1.0,1.0,0.6672781472139417,0.7748148148148148,0.7524396507447355,1.0,0.7315108709244974
"{'depth': 5, 'l2_leaf_reg': 2, 'learning_rate': None, 'random_strength': 5}",1.0,1.0,1.0,0.6638385691355193,0.7792592592592593,0.7421674370826913,1.0,0.7284217551591565
"{'depth': 5, 'l2_leaf_reg': 2, 'learning_rate': None, 'random_strength': 6}",1.0,1.0,1.0,0.6782847970648933,0.7622222222222221,0.7211093990755008,1.0,0.7205388061208721
"{'depth': 5, 'l2_leaf_reg': 2, 'learning_rate': 0.05, 'random_strength': 1}",1.0,1.0,1.0,0.660398991057097,0.7496296296296296,0.7077555213148434,1.0,0.7059280473338566
"{'depth': 5, 'l2_leaf_reg': 2, 'learning_rate': 0.05, 'random_strength': 3}",1.0,1.0,1.0,0.6551249713368493,0.7570370370370372,0.7298407806882383,1.0,0.7140009296873749
"{'depth': 5, 'l2_leaf_reg': 2, 'learning_rate': 0.05, 'random_strength': 4}",1.0,1.0,1.0,0.6565008025682184,0.7622222222222222,0.7467899332306113,1.0,0.7218376526736839
"{'depth': 5, 'l2_leaf_reg': 2, 'learning_rate': 0.05, 'random_strength': 5}",1.0,1.0,1.0,0.6555835817473057,0.7725925925925925,0.7406266050333847,1.0,0.7229342597910943
"{'depth': 5, 'l2_leaf_reg': 2, 'learning_rate': 0.05, 'random_strength': 6}",1.0,1.0,1.0,0.6565008025682183,0.7414814814814815,0.724191063174114,1.0,0.7073911157412712
"{'depth': 5, 'l2_leaf_reg': 2, 'learning_rate': 0.01, 'random_strength': 1}",1.0,1.0,1.0,0.6606282962623251,0.7533333333333333,0.7421674370826914,1.0,0.7187096888927833
"{'depth': 5, 'l2_leaf_reg': 2, 'learning_rate': 0.01, 'random_strength': 3}",1.0,1.0,1.0,0.67622105021784,0.7755555555555557,0.7241910631741141,1.0,0.7253225563158366
"{'depth': 5, 'l2_leaf_reg': 2, 'learning_rate': 0.01, 'random_strength': 4}",1.0,1.0,1.0,0.6837881219903692,0.7933333333333334,0.7375449409347715,1.0,0.7382221320861581
"{'depth': 5, 'l2_leaf_reg': 2, 'learning_rate': 0.01, 'random_strength': 5}",1.0,1.0,1.0,0.6863104792478789,0.797037037037037,0.7277863379558295,1.0,0.7370446180802485
"{'depth': 5, 'l2_leaf_reg': 2, 'learning_rate': 0.01, 'random_strength': 6}",1.0,1.0,1.0,0.6814950699380876,0.7851851851851852,0.7380585516178737,1.0,0.7349129355803822
"{'depth': 5, 'l2_leaf_reg': 4, 'learning_rate': 0.1, 'random_strength': 1}",1.0,1.0,1.0,0.6418252694336161,0.7355555555555556,0.7313816127375449,1.0,0.7029208125755723
"{'depth': 5, 'l2_leaf_reg': 4, 'learning_rate': 0.1, 'random_strength': 3}",1.0,1.0,1.0,0.6496216464113735,0.7614814814814814,0.7488443759630201,1.0,0.7199825012852917
